
============================================================
#4
============================================================
  s= 22 | 이론적으로 존재하는 가장 낮은 온도는 이며 이를 절대 온도 라고 한다. 실제로 까지 물체의 온도를 낮출 수는 없지만 그에 근접한 온도를 얻을 수는 있다. 그러한 방법 중 하나가 ‘레이저 냉각’이다.
  s=100 | 윗글에 따를 때, <보기>에서 공명이 일어나는 것만을 있는 대로 고른 것은?
  s= 27 | <보 기>소리굽쇠는 고유한 공명 진동수를 가져서, 공명 진동수와 일치하는 소리를 가해 주면 공명하고, 공명 진동수에서 약간 벗어난 진동수의 소리를 가해 주면 공명하지 않는다. 그림과 같이 마주 향한 고정된 두 스피커에서 진동수 498의 속도로 움직였더니 소리굽쇠가 공명했다. 그 후에 다음과 같이 조작하면서 소리굽쇠의 공명 여부를 관찰했다. 단, 소리굽쇠는 
  s= 24 | ① ㄱ     ② ㄴ     ③ ㄷ     ④ ㄱ, ㄷ     ⑤ ㄴ, ㄷ
  s=100 | 4.  윗글에 비추어 <보기>의 리튬 원자의 레이저 냉각에 대해 설명한 것으로 적절하지 않은 것은?
  s= 27 | <보 기>루비듐리튬원자량(원자의 질량)85.476.94정지 상태의 원자가 흡수하는 빛의 파장780670
  s= 21 | ①
  s= 21 | ②원자가 흡수하는 광자의 운동량은 리튬 원자가 루비듐 원자보다 작다.
  s= 21 | ③
  s= 21 | ④루비듐 원자에 레이저 냉각을 일으키는 레이저 빛은 같은 속도의 리튬 원자에서는 냉각 효과가 없다.
  s= 21 | ⑤

============================================================
#5
============================================================
  s= 22 | 생명체가 다양한 구조와 기능을 갖는 기관을 형성하기 위해서는 수많은 세포들 간의 상호 작용을 통해 세포의 운명을 결정하는 과정이 필요하다. 사람의 경우 눈은 항상 코 위에, 입은 코 아래쪽에 위치한다. 이렇게 되기 위해서는 특정 세포군이 위치 정보를 획득하고 해석한 후 각 세포가 갖고 있는 유전 정보를 이용하여 자신의 운명을 결정함으로써 각 기관을 정확한 
  s=193 | <그림 1>
  s= 22 | 한 개체의 세포가 모두 동일한 유전자를 갖고 있음에도 불구하고 서로 다른 세포 운명을 택하게 되는 것은 농도 구배에 대응하여 활성화되는 전사인자의 종류가 다른 것으로 설명할 수 있다. 전사인자는 유전정보를 갖고 있는 DNA의 특이적인 염기 서열을 인식하여 특정 부분의 DNA로부터 mRNA를 만드는 작용을 하고, 이 mRNA의 정보를 바탕으로 단백질이 만들어
  s= 22 | 하지만 최근의 연구 결과에 의하면 일부의 형태발생물질이 단순한 확산에 의하여 농도 구배를 형성하지 않고 특정 형태의 매개체를 통하여 이동한다는 사실이 보고되었다. 가령 초파리 배아의 특정 발생 단계에서 합성되는 Wg라는 형태발생물질은 합성되는 장소를 기점으로
  s=195 | <그림 2-1>
  s=199 | <그림 2-2>
  s=200 | 여러 가지 실험 결과를 바탕으로 초파리 배아에서 이러한 비대칭적인 전달을 설명하는 모델로서 아래와 같은 가설이 제시되었다.
  s=201 | (1)
  s=202 | (2)
  s= 22 | 우리 몸을 구성하는 각 기관의 세포
  s=100 | 1.  윗글의 내용과 일치하지 않는 것은?
  s= 21 | ①
  s= 21 | ②분비 조직과의 물리적 거리에 반비례한다.
  s= 21 | ③
  s= 21 | ④
  s= 21 | ⑤
  s=100 | 윗글을 바탕으로 추론한 것으로 타당한 것을 <보기>에서 고른 것은?
  s= 27 | <보 기>ㄱ.ㄴ.이동하면 그 위치와 가장 가까운 곳에서 지붕판세포가 생길 것이다.ㄷ.분화되지 않은 신경관에 있는 세포들을, 바닥판세포를 형성하는 Shh의 역치보다 높은 농도의 Shh와 함께 배양하면 사이신경세포보다 바닥판세포가 더 많이 형성될 것이다.ㄹ.운동신경세포를 결정짓는 Shh 농도의 역치는 사이신경세포를 결정짓는 Shh 농도의 역치보다 낮을 것이다.
  s= 24 | ① ㄱ, ㄷ            ② ㄱ, ㄹ             ③ ㄴ, ㄷ
  s= 24 | ④ ㄴ, ㄹ            ⑤ ㄷ, ㄹ
  s=100 | 초파리 배아의 발생 과정에 관하여 추론한 것으로 타당한 것은?
  s= 21 | ①
  s= 21 | ②
  s= 21 | ③
  s= 21 | ④
  s= 21 | ⑤Wg 수용체 유전자 또는 소낭을 통해 Wg 수송을 촉진하는 유전자는 Wg 합성 장소 앞쪽에서 발현한다.

============================================================
#6
============================================================
  s= 22 | 전통적인 의미에서 차별은 성별, 인종, 종교, 사상, 장애, 사회적 신분 등에 따라 특정 집단을 소수자로 낙인찍고 불리하게 대우하는 것을 말한다. 일반적으로 민주 국가의 헌법 질서에는 인권 보호의 취지에서 위와 같은 사유에 따른 차별을 금지해야 한다는 가치판단이 포함되어 있다. 이에 따라 우리 헌법도 선언적 의미에서, “누구든지 성별․종교 또는 사회적 신분
  s= 22 | 차별 금지 원칙 내지 평등의 개념은 고용 관계에서도 같은 것을 같게 대우해야 한다는 것이다. 다만 무엇이 같은지를 제시해 주는 구체적인 기준이 존재하지 않는 한, 차별을 금지하는 사유가 어떤 속성을 갖는지에 따라 차별 금지 원칙으로부터 근로자가 보호되는 효과는 달라질 수 있다. 즉 장애인은 그에 대한 차별 금지 법규가 존재함에도 근로의 내용과 관련된 장애의
  s= 22 | 차별 금지 법규가 강행 규정이어서 근로자에 대한 보호가 강화되는 영역에서도, 다시 차별 금지 법규의 취지에 따라 근로자에 대한 보호 정도는 달라진다. 예를 들어, ｢남녀고용평등과 일․가정 양립 지원에 관한 법률｣에 있는 ‘남녀의 동일 가치 노동에 대한 동일 임금 지급 규정’이 사용자가 설정한 임금의 결정 요소 중 단지 여성이라는 이유로 불리하게 작용하는 임
  s= 22 | 같은 근로관계라도 연령이나 학력․학벌에 따른 근로자의 차별 금지는 성별 등 전통적 차별 금지 사유들에 비하여 차별의 금지로 인한 근로자의 보호 정도가 약하다고 보아야 한다. 물론 고령자나 저학력자에 대한 차별 금지 법규나 원칙의 취지 역시 전통적인 차별 금지 사유의 취지와 다를 바 없다. 그러므로 특정 연령대의 근로자를 필요로 하는 사용자의 영업 활동을 과
  s=100 | 윗글에 대한 이해로 가장 적절한 것은?
  s= 21 | ①
  s= 21 | ②
  s= 21 | ③
  s= 21 | ④
  s= 21 | ⑤여성 근로자에 대한 차별 금지 법규는 여성에 대한 차별을 소극적으로 수정하기 위한 경우에는 적용되지 않는다.
  s=100 | ㉠의 의미로 가장 적절한 것은?
  s= 21 | ①
  s= 21 | ②
  s= 21 | ③
  s= 21 | ④
  s= 21 | ⑤
  s=100 | 윗글을 바탕으로 추론한 내용으로 적절하지 않은 것은?
  s= 21 | ①특정 종교를 갖고 있다는 이유로 기업에서 고용을 거부하는 것은 우리나라의 헌법 질서에 반한다.
  s= 21 | ②고령의 전문직 종사자의 노동 시장 참여를 촉진할 목적으로 연령에 대한 차별 금지 법규를 제정하는 것은 가능하다.
  s= 21 | ③규정이 있더라도 당사자들이 자유롭게 계약을 한다면 임금의 차이가 정당화될 수 있다.
  s= 21 | ④
  s= 21 | ⑤․학벌에 대한 차별 금지 법규가 인권 보호의 취지를 고려하지 않고 특정한 정책적 목적에만 의존하여 제정된 경우에는 그 정당성이 보장되지 않는다.
  s=100 | ㉡과 부합하는 진술만을 <보기>에서 있는 대로 고른 것은?
  s= 27 | <보 기>ㄱ. 특정 연령층에게 취업 특혜를 부여함으로써 결과적으로 60대 이상 고령자의 취업 기회를 상대적으로 제한하게 된 법규는 국민의 평등권을 침해하지 않을 것이다.ㄴ. 사용자와 근로자가 자유로운 계약을 통해 정년을 45세로 정했다면 차별 금지 원칙을 위반하지 않을 것이다. ㄷ. 50세를 넘은 퇴역 군인은 예비군 관련 직책을 맡을 수 없다는 법규를 제정
  s=204 | ① ㄱ               ② ㄴ             ③ ㄱ, ㄷ
  s=204 | ④ ㄴ, ㄷ            ⑤ ㄱ, ㄴ, ㄷ

============================================================
#7
============================================================
  s= 98 | 2024년 노벨경제학상은 경제성장의 원인이 제도임을 밝힌 ㉠아제모을루와 두 동료에게 수여되었다. 성장의 원인을 제도에서 찾는 시도는 오랜 전통을 가진 것이다. 하지만 제도의 발전과 경제의 번영 사이에 높은 상관관계가 있음을 확인하는 것만으로는 제도가 성장의 원인이라는 주장을 지지하기 어렵다. 좋은 제도가 성장을 초래하기도 하지만 경제가 성장하여 제도가 개선
  s= 98 | 가 의 원인이라는 증거를 제시하기 위해 흔히 사용하는 통계적 방법은, 둘 사이에 선형관계가 있다고 보고 두 변수의 표본으로부터 추정한 기울기가 0이라는 가설을 기각하는 추론이 신뢰할 만하다는 것을 보이는 것이다. 그런데 가 에 영향을 주지만 도 에 영향을 미치거나, 와  모두와 상관 관계가 있는데 미처 고려하지 못한 제3의 요인이 존재하거나, 혹은 의 관측
  s= 98 | 아제모을루 등은 제도가 성장의 원인이라는 주장의 증거를 찾기 위해 근대 이후에 유럽의 식민지를 경험한 지역들에 주목했다. 식민지가 되기 전에 부유했던 지역은 오늘날 가난하고, 가난했던 지역은 오늘날 부유한 경향이 있음을 확인한 이들은, 이러한 번영의 역전이 제도적 역전의 결과라고 보았다. 유럽인들이 상대적으로 발전된 문명을 만난 지역에서는 광물과 농작물을 
  s= 98 | 그렇다면 식민지 초기 유럽인들의 사망률은 좋은 도구변수인가? 첫째, 이 사망률이 오늘날의 제도 발달 수준과 상관관계가 높지 않다고 비판할 수 있다. 이에 대해 아제모을루 등은 식민지 초기 유럽인들의 사망률에 영향을 받아 채택된 식민지 전략을 반영하여 과거에 형성된 제도들은 많은 변화에도 불구하고 오늘날의 제도 발달 수준과 높은 상관관계를 가질 정도로 지속성
  s=100 | 윗글의 내용과 일치하지 않는 것은?
  s= 34 | ① 포용적 제도가 착취적 제도보다 발전 수준이 더 높은 제도이다.
  s= 34 | ② 번영의 역전은 과거와 오늘날의 1인당 소득 수준이 반비례한다는 것을 말한다.
  s= 34 | ③ 제도적 역전은 부유했던 지역에 비해 가난했던 지역에서 후에 제도가 더 발전했다는 것을 말한다.
  s= 34 | ④ 두 변수의 표본으로부터 추정한 기울기가 0이 아니라면 둘 사이에 인과관계가 있다고 추론하는 것이 타당하다.
  s= 34 | ⑤ 와  모두와 상관관계가 있는 제3의 요인이 존재하는 경우, 와  사이의 상관관계가 인과관계를 의미하지는 않는다.
  s=100 | 윗글을 바탕으로 ㉠의 생각을 추론할 때 가장 적절한 것은?
  s= 34 | ① 오늘날 각 지역의 사망률과 1인당 소득 수준 사이에 상관관계가 없다고 볼 것이다.
  s= 34 | ② 식민지 초기 원주민 사망률과 정착 유럽인 사망률은 별로 차이가 없다고 볼 것이다.
  s= 34 | ③ 오늘날 각 지역에서 관측되는 제도 발달 수준은 식민지 정책에 의해 이미 결정되었다고 볼 것이다.
  s= 34 | ④ 과거 유럽인의 사망률을 이용하여, 현재의 제도 발달 수준을 관측한 값에서 경제성장으로부터 영향받은 부분을 제거할 수 없다고 볼 것이다.
  s= 34 | ⑤ 초기 정착민의 사망률이 낮은 지역의 경우, 유럽인의 대규모 이주로 발전된 기술이 도입되어 기술이 진보했을 가능성을 중요하게 보지 않을 것이다.
  s=100 | 윗글을 바탕으로 <보기>의 ‘경제학자 A’에 대해 평가한 것으로 적절하지 않은 것은?
  s= 20 | < 보 기 >1968년 4월 4일에 마틴 루터 킹 목사가 암살되자 미국 여러 도시에서 흑인 폭동이 일어났다. 경제학자 A는, 각 도시의 당시 폭동 수준에 따른 오늘날 흑인들의 소득 수준의 기울기가 음(-)인 선형관계를 관찰하였다. 이에 당시 흑인들의 소득 수준이 낮은 도시일수록 폭동이 더 심각함에 따라 발생하는 인과관계상의 추론 문제를 검토하기 위해 각 도
  s= 34 | ① 1968년 4월의 강우량이 당시 폭동 수준과 상관 관계가 높다고 보는군.
  s= 34 | ② 오늘날 흑인들의 소득 수준이 낮은 도시에서 당시 폭동 수준도 높았을 가능성이 크다고 보는군.
  s= 34 | ③ 1968년 4월의 강우량은 당시 폭동 수준을 통해서만 오늘날 흑인들의 소득 수준과 연관된다고 보는군.
  s= 34 | ④ 흑인들의 당시 소득 수준과 오늘날 소득 수준 사이에 음의 상관관계가 높을 가능성이 크다고 보는군.
  s= 34 | ⑤ 1968년 4월 강우량으로 추정한 폭동 수준과 오늘날 흑인들의 소득 수준 사이에 상관 관계가 높아야 둘 사이의 인과관계를 인정할 수 있다고 보는군.

============================================================
#8
============================================================
  s= 98 | 물과 기름은 혼합되지 않고 두 층으로 상(phase)이 분리되지만 물과 에탄올은 완전히 섞인 혼합물이 된다. 이러한 현상은 깁스 에너지 변화를 통해 설명할 수 있다. 화학 반응이나 변화는 깁스 에너지가 작아지는 방향이 자발적이다. 우리가 고찰하거나 실험하는 대상, 즉 계(system)에서의 혼합 시에 깁스 에너지 변화는 엔트로피 변화에 절대 온도를 곱한 값
  s= 98 | 한 순물질이 다른 순물질과 혼합물을 이루면 계의 엔트로피, 즉 무질서도가 증가한다. 위의 예시인 물과 에탄올이 혼합물을 이루는 과정은 발열 과정이다. 따라서 이 과정의 깁스 에너지 변화는 온도에 상관없이 항상 음수이므로, 이 과정은 항상 자발적이다. 계의 깁스 에너지 변화는 혼합뿐 아니라 화학 반응의 자발성도 결정한다. 또한 어떤 반응이 자발적이면 그 역반
  s= 98 | 한편 혼합 후의 전체 부피는 화학식이 서로 다른 물질로 이루어진 어떤 혼합물이든 혼합 전 부피의 산술적 합이 아니다. 25℃에서 순수한 물에 물 1몰*을 첨가하면 총 부피는 18.1㎤만 증가한다. 따라서 순수한 물 1몰의 부피는 18.1㎤/㏖이며 특정 온도에서 어떤 순수한 물질 1몰의 부피는 물질마다 고유하다. 그런데 큰 부피의 순수한 에탄올에 물 1몰을 
  s= 98 | 2가지 성분의 혼합물 계에서 한 물질의 분몰 부피는 다른 물질의 분몰 부피와 관계를 갖는데, 이를 설명하는 식이 깁스-뒤엠 식으로, 이다. 여기서 와 는 각각 성분 와  각각의 분몰 부피 변화량이다. 이 관계식에 의하면 두 성분의 분몰 부피는 비율이 변함에 따라 독립적으로 변할 수 없으며 증감의 방향은 서로 반대이다. 한편 한 성분이 희석된 상태에서의 다른
  s= 98 | 순수한 물질 1몰의 부피와 달리, 분몰 부피는 음수인 경우도 있다. 가령 순수한 물에 황산마그네슘(MgSO)을 극소량 첨가했을 때 황산마그네슘의 분몰 부피는 –1.4㎤/㏖이고, 이는 많은 양의 물에 황산마그네슘 1몰을 넣으면 부피가 1.4㎤ 감소한다는 것을 의미한다. 이것은 물에서 황산마그네슘이 Mg와 SO 이온이 되어 물 분자와 결합하면서 물 분자들이 형
  s= 98 | *1몰: 원자나 분자 6.0210개
  s=100 | 윗글의 내용과 일치하지 않는 것은?
  s=101 | ① 물이 순수한 물질일 때 물 분자 간에는 수소 결합이 존재한다.
  s=102 | ② 어떤 반응이 자발적이면 그 역반응은 자발적으로 일어나지 않는다.
  s=103 | ③ 순수한 물 1몰의 부피는 순수한 에탄올 1몰의 부피와 다른 값을 갖는다.
  s=104 | ④ 깁스-뒤엠 식은 서로 다른 성분의 분몰 부피 사이의 관계를 수학식으로 나타낸 것이다.
  s=103 | ⑤ 이종 분자 간 반발력이 작용하는 혼합물의 분몰 부피는 구성 성분의 비율에 영향을 받지 않는다.
  s=100 | 윗글에서 추론한 내용으로 가장 적절한 것은?
  s=105 | ① 질량을 부피로 나눈 값인 밀도가 다른 두 종류의 순 물질을 서로 같은 부피로 섞어 균질한 혼합물을 만들면, 혼합물의 밀도는 두 순물질 밀도의 평균값을 갖는다.
  s=105 | ② 동일한 몰수의 황산마그네슘과 에탄올 극소량을 각자 많은양의 물에 혼합하면, 두 경우 모두 혼합물의 부피는 혼합 전 이종 물질의 부피 합보다 작다.
  s=103 | ③ 분몰 부피가 음수가 되는 혼합의 경우 분몰 부피가 양수인 경우와 달리, 혼합 후에 엔트로피가 증가한다.
  s=104 | ④ 순수한 물에서 분자들 거리 간 거리의 평균보다 물과 에탄올 혼합물에서 분자들 간 거리의 평균이 크다.
  s=103 | ⑤ 깁스 에너지의 단위에 절대 온도의 단위를 곱하면 엔트로피의 단위와 동일한 단위가 된다.
  s=100 | 윗글을 바탕으로 <보기>에 대해 탐구한 내용으로 적절하지 않은 것은? [3점]
  s=100 | <보 기> 상온과 상압에서 액체로 존재하는 순물질 S와 R은 완전히 혼합된다. 상온과 상압을 유지하며 순물질 S 1.010몰에 순물질 R을 조금씩 첨가하니 혼합액의 전체 부피가 아래의 그래프처럼 변화했다. (단 a는 1.0 110몰이다.)
  s=105 | ① a에서보다 b에서 R의 분몰 부피는 더 크겠군.
  s=105 | ② a와 b 사이의 구간에서 S의 분몰 부피는 감소하겠군.
  s=103 | ③ a에서 b로 R의 양이 늘어 가면서 R의 분몰 부피 변화의 급격한 정도는 S의 분몰 부피 변화의 급격한 정도와 같겠군.
  s=104 | ④ b와 c 사이의 구간에는 R을 소량 첨가했을 때 혼합물의 전체 부피가 변하지 않는 지점이 있겠군.
  s=103 | ⑤ c와 d에서 동일한 극소량이 R이 R과 S의 혼합물에 첨가될 때, 혼합물의 부피가 줄어드는 정도는 c보다 d에서 더 작겠군.

============================================================
#9
============================================================
  s= 22 | 도덕 공동체의 구성원은 도덕적 고려의 대상이 되는 존재로서 도덕 행위자와 도덕 피동자로 구분된다. 도덕 행위자는 도덕 행위의 주체로서 자신의 행위에 따른 결과에 대해 책임질 수 있는 존재 이다. 반면에 도덕 피동자는 영유아처럼 이성이나 자의식 등이 없기에 도덕적 행동을 할 수 없는 존재이다. 그럼에도 영유아는 도덕적 고려의 대상이라는 것이 우리의 상식인데,
  s= 22 | 성어와 커루더스를 비롯한 많은 철학자들은 이러한 이유로 감응력을 도덕적 고려의 기준으로 삼는다. 성어는 영유아뿐만 아니라 동물도 감응력이 있으므로 동물도 도덕 공동체에 포함해야 한다고 주장한다. 반면에 커루더스는 고차원적 의식을 감응력의 기준으로 보아 동물을 도덕 공동체에서 제외하는데, 이 주장을 따르게 되면 영유아도 도덕적 고려의 대상에서 제외되고 만다.
  s= 22 | 식물인간을 흔히 의식이 없는 상태라고 판단하는 것은 식물인 간이 어떤 자극에도 반응하지 못한다는 행동주의적 관찰 때문이다. 이런 관찰은 식물인간이 그 자극에 대한 질적 느낌, 곧 현상적 의식을 가지지 않는다고 결론 내린다. 어떤 사람이 현상적 의식이 없는 경우 그는 감응력이 없을 것이다. 그런데 거꾸로 감응력이 없다고 해서 꼭 현상적 의식을 가지지 못하는 
  s= 22 | 그렇다면 감응력이 없고 현상적 의식만 있는 식물인간은 도덕적 고려의 대상이 아닐까? 도덕적 고려는 어떤 존재가 가지고 있는 도덕적 속성으로 결정되는 것이 아니라, 도덕적 행위자가 그 존재와 맺는 구체적 관계에 의해 결정된다는 주장도 있다. 다양한 존재들 은 일상에서 상호작용하는데, 도덕 공동체의 가입 여부는 그러한 관계에 따라 정해진다는 것이다. 그러나 이
  s= 22 | 감응력이 전혀 없이 오직 현상적 의식의 수동적 측면만을 가진 ’사람, 즉 ‘감응력 마비자 를 상상해 보자. 그는 현상적 의식을 가지고 있기는 하지만 못에 발을 찔렸을 때 괴로워하거나 비명을 지르지는 않는다. 그러나 안전한 상황에서 걸을 때와는 달리 발에 무언가가 발생했다는 정보는 접수할 것이다. 이런 상태는 얼핏 도덕적 고려의 대상이 되기에 무언가 부족해 
  s=100 | 윗글에 대한 이해로 적절하지 않은 것은?
  s=108 | ①
  s=108 | ②적인 주의력은 없지만 수동적인 의식적 상태는 있다.
  s=108 | ③
  s=108 | ④
  s=108 | ⑤
  s=100 | 2.  현상적 의식감응력
  s=108 | ①
  s=108 | ②적 측면은 없지만 능동적 측면은 있다.
  s=108 | ③적 기준으로 포착되지 않는다.
  s=108 | ④적 의식이 있지만 감응력이 없는 존재를 고차원적 의식이 없다고 생각한다.
  s=108 | ⑤
  s=100 | ㉠에 대한 비판으로 가장 적절한 것은?
  s=108 | ①
  s=108 | ②
  s=108 | ③
  s=108 | ④
  s=108 | ⑤
  s=100 | ⓐ와 문맥상 의미가 가장 가까운 것은?
  s=108 | ①생겼다.
  s=108 | ②생겨서 낚시를 다닌다.
  s=108 | ③생겼다.
  s=108 | ④생기는지 모르겠다.
  s=108 | ⑤생기면서 입덧을 심하게 하기 시작하였다.
  s=  1 | \

============================================================
#10
============================================================
  s=112 | 판사에게 진솔함이 요구되는가 하는 문제가 논의되고 있다. 현대의 민주국가는 판사가 내리는 판결에 강제력을 부여하지만, 사법권의 행사에 민주적 통제가 미치도록 판결에 이유를 밝힐 것을 요구한다. 이때 판사는 판결의 핵심적인 근거에 관해 허위나 감춤 없이 자신이 믿는 바와 판단 과정을 분명히 드러내야 한다. 이에 대해서는 ‘반대론’이 있다. 법원은 사회적 갈등
  s=112 | 법과 양심에 따라 재판해야 하는 판사에게 양심은 곧 법적 양심을 의미하므로 법과 양심이 충돌할 일은 거의 없다. 하지만 노예제도가 인정되던 시절에 노예제를 허용하지 않는 주(州)로 탈출한 노예에 대해 소유주가 소유권을 주장하는 것처럼 법적 권리와 도덕적 권리가
  s=112 | 하지만 이런 논의가 판사의 진솔 의무를 부정하지는 못한다. 오늘날 법과 도덕의 극단적인 괴리 현상은 드물며, 진실을 분별하고 지지하는 민주사회라면 판사가 묘책을 찾아야 하는 상황을 만들어내지 않을 것이다. 하지만 법-도덕의 딜레마와 진솔 의무는 노예제와 함께 완전히 사라지지 않았다. 판사가 특정 법률에 도덕적 저항감을 느끼는 일은 현대에도 계속되고 있다. 
  s=112 | 진솔함의 중요성은 최근에는 다른 차원에서 제기되고 있다. 먼저 판사의 진솔함은 사법의 정당성을 수호하는 중요한 방책이 된다. ㉠어떤 판사는 법이 모호하고 선례도 없어 판단이 매우 어려운 사안에서 창의적인 법해석을 한 경우에도 그런 사정을 감춘다. 이때 판사는 자신이 진정으로 믿는 법해석을 근거로 판결한 것이지만, 패소한 당사자를 설득하기 위해 판사들 사이의
  s=112 | 하지만 이런 방편에는 큰 위험이 도사리고 있다. 판사의 거짓말은 국민을 자율적 판단 능력을 갖춘 시민으로 존중하지 않음을 의미하며, 사법적 판단 과정의 실상이 드러나는 순간 사법의 권위와 정당성은 실추될 것이다. 법원이 이런 위험에서 벗어나는 길은 진솔함으로 국민을 대하는 것이다. 이런 인식을 바탕으로 법-도덕 딜레마 상황에서 거짓이 정당화된다는 견해도 재
  s=100 | 윗글의 내용과 일치하지 않는 것은?
  s=108 | ①
  s=108 | ②적인 요소들을 고려하는 것을 허용한다.
  s=108 | ③
  s=108 | ④
  s=108 | ⑤
  s=100 | ㉠에 대한 설명으로 가장 적절한 것은?
  s=108 | ①
  s=108 | ②
  s=108 | ③
  s=108 | ④판사의 법해석은 선례의 도움 없이도 충분히 가능한 법 발견이었으며, 또한 판사도 그렇게 말할 것이다.
  s=108 | ⑤
  s=100 | ＜보기＞의 입장에서 윗글에 대해 추론한 것으로 적절하지 않은 것은?
  s=108 | <보 기>미국의 사법적 판단 과정을 설명하는 대표적인 이론으로 ‘법형식주의’와 ‘법현실주의’가 거론된다. 전자에 의하면 판사는 중립적심판자로서 사안에 법을 그대로 적용할 뿐이다. 여기에는 어떤 정치적 고려의 여지가 없으며, 판사에게는 엄격하게 법을 적용할 의무만 있다. 후자에 의하면 법은 곧 정치이고 판사는 법복 입은 정치인이다. 판사는 재판 중에 법 외적
  s=108 | ①
  s=108 | ②
  s=108 | ③
  s=117 | ④ 비판론자는 결과를 먼저 선택한 다음 이를 지지하는 법해석을 찾아내는 판사가 사용한 표현 문구에 대해 ‘고상한 거짓말’이라고 비판할 것이다.
  s=108 | ⑤

============================================================
#11
============================================================
  s=123 | 고전 역학에 ⓐ따르면, 물체의 크기에 관계없이 초기 운동 상태를 정확히 알 수 있다면 일정한 시간 후의 물체의 상태는 정확히 측정될 수 있으며, 배타적인 두 개의 상태가 공존할 수 없다. 하지만 20세기에 등장한 양자 역학에 의해 미시 세계에 서는 상호 배타적인 상태들이 공존할 수 있음이 알려졌다.
  s=124 | 미시 세계에서의 상호 배타적인 상태의 공존을 이해하기 위해, 거시 세계에서 회전하고 있는 반지름 5 ㎝의 팽이를 생각해 보자. 그 팽이는 시계 방향 또는 반시계 방향 중 한쪽으로 회전하고 있을 것이다. 팽이의 회전 방향은 관찰하기 이전에 이미 정해져 있으며, 다만 관찰을 통해 ⓑ알게 되는 것뿐이다. 이와 달리 미시 세계에서 전자만큼 작은 팽이 하나가 회전하
